DISTRICT,YEAR,annual_precip,avg_temp,avg_max_temp,avg_humidity,avg_wind,temp_range_stddev,annual_precip_lag1,avg_temp_lag1,temp_range_stddev_lag1,predicted_spi,drought_risk
arghakhanchi,2039,1621.0506027630154,22.180935688749642,28.181397660912957,59.72020479848199,2.7721666370539055,4.038613250775753,1620.952799806276,22.24833773814346,4.202897664534069,1.4377119651014463,None
arghakhanchi,2040,1620.8621446484353,22.0872889506835,28.25383071332307,59.861574915625724,2.892486975883193,4.003955974995131,1621.0506027630154,22.180935688749642,4.038613250775753,1.409534234559827,None
arghakhanchi,2041,1620.7618073380565,22.1824606096319,28.196399840626146,59.80065854327889,2.8647439241787946,4.003907684366066,1620.8621446484353,22.0872889506835,4.003955974995131,1.424231446759782,None
arghakhanchi,2042,1620.677030774393,22.127170453998577,28.154446960152562,59.81593898405441,3.004684541891232,3.9695321675060056,1620.7618073380565,22.1824606096319,4.003907684366066,1.4514739224357716,None
arghakhanchi,2043,1620.433852620236,22.146386404521387,28.229580510416476,59.77111364408697,3.007028666197575,4.149409653348957,1620.677030774393,22.127170453998577,3.9695321675060056,1.4377119651014463,None
arghakhanchi,2044,1620.387554976948,22.123232693660352,28.11272170480769,59.681459763172995,3.0230121959624547,4.1031442216684635,1620.433852620236,22.146386404521387,4.149409653348957,1.3957722772255017,None
arghakhanchi,2045,1620.285273381065,22.06776069381959,27.990542461635275,59.532696523156595,3.0562252004990755,4.015073274553964,1620.387554976948,22.123232693660352,4.1031442216684635,1.3957722772255017,None
arghakhanchi,2046,1620.3199955643704,22.07346841008223,28.067485095712104,59.57144282874167,3.1384795348141528,3.979508673281151,1620.285273381065,22.06776069381959,4.015073274553964,1.3685298015495122,None
arghakhanchi,2047,1620.3452381103632,21.920146447793748,28.324669793474264,59.58907298885703,3.233057354934661,3.9335632510951264,1620.3199955643704,22.07346841008223,3.979508673281151,1.3685298015495122,None
arghakhanchi,2048,1620.3439926095102,21.910898824557236,28.283904687488555,59.69544571006442,3.165195349813212,3.788273357619195,1620.3452381103632,21.920146447793748,3.9335632510951264,1.3685298015495122,None
arghakhanchi,2049,1620.279121449674,21.760374456780873,28.225843545956607,59.72432689050339,3.0189824807235603,3.8608671081852517,1620.3439926095102,21.910898824557236,3.788273357619195,1.3685298015495122,None
arghakhanchi,2050,1620.3962183946785,21.667326487456553,28.336579249251063,59.69754465524425,3.0801475542054786,3.9273429859123157,1620.279121449674,21.760374456780873,3.8608671081852517,1.3685298015495122,None
baglung,2020,1875.4988416059346,13.38986359692355,18.073785846774964,69.77424086439481,2.033029694996808,2.85938362604828,1875.5,13.266876712328768,3.0694130281697403,1.89475060953007,None
baglung,2021,1875.4444688649592,13.475557831840593,18.094665511235668,69.6506224214432,2.1743350952366844,2.812678196517896,1875.4988416059346,13.38986359692355,2.85938362604828,1.8150695325005755,None
baglung,2022,1875.4085915233243,13.574858297924338,18.099344541136464,69.65641545426901,2.1166736846752836,2.8505156218549828,1875.4444688649592,13.475557831840593,2.812678196517896,1.7765093562009462,None
baglung,2023,1875.4034589283074,13.550077329238993,18.204063884265782,69.78511569371943,1.936956058194931,2.809906896453226,1875.4085915233243,13.574858297924338,2.8505156218549828,1.8741559240936354,None
baglung,2024,1875.5289259063547,13.67176266083052,18.194368051254763,69.74226816430577,2.0973311066968554,2.889041115515484,1875.4034589283074,13.550077329238993,2.809906896453226,1.7765093562009462,None
baglung,2025,1875.5520617477105,13.743626464329596,18.19142282859102,69.69439041443589,1.9977897001740579,2.9573855894195673,1875.5289259063547,13.67176266083052,2.889041115515484,1.883572410074526,None
baglung,2026,1875.481964668477,13.839008897415187,18.26058589315411,69.74143738712851,1.9037388329611196,2.953908942875673,1875.5520617477105,13.743626464329596,2.9573855894195673,1.8741559240936354,None
baglung,2027,1875.3818904992438,13.890974383146698,18.150036373205396,69.73950048628427,1.7771930637642321,3.0299999150122687,1875.481964668477,13.839008897415187,2.953908942875673,1.8741559240936354,None
baglung,2028,1875.4721186452875,13.866872071076362,18.234838104104256,69.80500301986875,1.905174640750271,3.1925623803970176,1875.3818904992438,13.890974383146698,3.0299999150122687,1.8392630818969333,None
baglung,2029,1875.483829790962,13.816261818915157,18.21385918025144,69.78579298643024,1.8381431708155358,3.3161774288772397,1875.4721186452875,13.866872071076362,3.1925623803970176,1.866079460166601,None
baglung,2030,1875.4690164146782,13.70971289450377,18.18800306893447,69.80674497517231,1.8811378900472615,3.3206248206358073,1875.483829790962,13.816261818915157,3.3161774288772397,1.866079460166601,None
baglung,2031,1875.5505813207483,13.679345575811894,18.222994707068295,69.7423779086884,1.8391472961023898,3.375545297779663,1875.4690164146782,13.70971289450377,3.3206248206358073,1.866079460166601,None
baglung,2032,1875.540757952779,13.660833484337076,18.10210244856207,69.59666515455174,1.884268918878882,3.3614681192877875,1875.5505813207483,13.679345575811894,3.375545297779663,1.866079460166601,None
baglung,2033,1875.4730946776258,13.637333429945276,17.963204777180902,69.42236048008901,1.8920957213184326,3.543467297598959,1875.540757952779,13.660833484337076,3.3614681192877875,1.91931275269662,None
baglung,2034,1875.5327061310202,13.504266062108908,18.06641331505389,69.41691986235467,1.9468137670894103,3.5128891433142835,1875.4730946776258,13.637333429945276,3.543467297598959,2.0013040454220086,None
baglung,2035,1875.446535926596,13.397976464010364,17.966208222089552,69.51137961608259,1.924284769325664,3.459997893296368,1875.5327061310202,13.504266062108908,3.5128891433142835,2.0013040454220086,None
baglung,2036,1875.451206319267,13.499175287093538,17.907266285521068,69.53343160729456,1.7766903633930016,3.490505425470716,1875.446535926596,13.397976464010364,3.459997893296368,1.9926234751514613,None
baglung,2037,1875.540108569624,13.554893576026025,17.829409269643676,69.50136012840284,1.8207759943191038,3.4060094152729024,1875.451206319267,13.499175287093538,3.490505425470716,1.9550437107656689,None
baglung,2038,1875.4180558633757,13.575470229688325,17.733031442012567,69.51694883777807,1.7726546817380247,3.3827201690592563,1875.540108569624,13.554893576026025,3.4060094152729024,1.9160114640462274,None
baglung,2039,1875.301649326471,13.685016824009159,17.765409424252983,69.52021770653707,1.7863213352185872,3.1919258013832628,1875.4180558633757,13.575470229688325,3.3827201690592563,1.8158843633217183,None
baglung,2040,1875.5361630151558,13.81527855316058,17.63866196102959,69.53518778586007,1.8556704931315597,3.049257681694429,1875.301649326471,13.685016824009159,3.1919258013832628,1.8507772055184204,None
baglung,2041,1875.6615176141893,13.80721108160474,17.597482024975612,69.58958037572613,2.1327247067130535,3.0614942954701982,1875.5361630151558,13.81527855316058,3.049257681694429,1.7673456585894514,None
baglung,2042,1875.5731318082526,13.78883199109311,17.618858970543275,69.6162227990861,2.007889285532641,3.0696018460590544,1875.6615176141893,13.80721108160474,3.0614942954701982,1.8253008493026088,None
baglung,2043,1875.6178494082403,13.712715224773742,17.671323145613943,69.74188941000723,2.140195200315361,3.0983343791047653,1875.5731318082526,13.78883199109311,3.0696018460590544,1.7673456585894514,None
baglung,2044,1875.434849454298,13.551988355550533,17.551797378129322,69.93610221368367,1.9638408765642206,3.00118032503398,1875.6178494082403,13.712715224773742,3.0983343791047653,1.8507772055184204,None
baglung,2045,1875.3595388062188,13.552833601584078,17.542206954775338,69.84214786896935,1.915361241655563,2.9541759173210282,1875.434849454298,13.551988355550533,3.00118032503398,1.8507772055184204,None
baglung,2046,1875.3148786342088,13.568432438225885,17.650354632394873,69.70646800045306,1.8781241658792251,2.974981375522709,1875.3595388062188,13.552833601584078,2.9541759173210282,1.8507772055184204,None
baglung,2047,1875.2574863416414,13.522243124582014,17.42842070502879,69.66991440057939,1.820174823225536,3.1306801915191214,1875.3148786342088,13.568432438225885,2.974981375522709,1.8158843633217183,None
baglung,2048,1875.2283052489654,13.50132507070627,17.490391174244532,69.75870385209433,1.6293899861831358,3.1051198827235504,1875.2574863416414,13.522243124582014,3.1306801915191214,1.8158843633217183,None
baglung,2049,1875.2312297409735,13.44293887222825,17.44529998143294,69.76408424720066,1.720435092858461,3.0215242563085205,1875.2283052489654,13.50132507070627,3.1051198827235504,1.8507772055184204,None
baglung,2050,1875.4213788007294,13.518369431020629,17.386950422657197,69.640846514622,1.7293356520555334,3.0071909817170246,1875.2312297409735,13.44293887222825,3.0215242563085205,1.8507772055184204,None
baitadi,2020,821.641635624892,9.286278819365764,15.295607793155531,65.1052949653831,2.3150192422827516,3.5040846744781247,821.62,9.363013698630136,3.3916464043187555,1.1960606208998996,None
baitadi,2021,821.6882453613961,9.352662789995664,15.350818167600815,65.06301667723758,2.3520805873695974,3.3740855212676353,821.641635624892,9.286278819365764,3.5040846744781247,1.2047411911704482,None
baitadi,2022,821.8802333644112,9.268714656752197,15.336597494541072,65.08825996726284,2.3314910912672637,3.3018135956090418,821.6882453613961,9.352662789995664,3.3740855212676353,1.1779350276059415,None
baitadi,2023,821.8205164054643,9.311651654903397,15.263646190073631,65.1407342565035,2.3988175582587217,3.34549298017082,821.8802333644112,9.268714656752197,3.3018135956090418,1.1825762784186176,None
baitadi,2024,821.9247097574237,9.410187471642063,15.175775556752617,65.187343099945,2.4537405369510683,3.3091449171048426,821.8205164054643,9.311651654903397,3.34549298017082,1.1151046086784953,None
baitadi,2025,822.1164766218066,9.471742244125435,15.242187867219165,65.16181525631745,2.634092393219204,3.2615537263831302,821.9247097574237,9.410187471642063,3.3091449171048426,1.110653411880331,None
baitadi,2026,822.1733216896585,9.750195738794275,15.435179172404814,64.99158200488255,2.7628875709745797,3.110080534418243,822.1164766218066,9.471742244125435,3.2615537263831302,0.9670417207156874,None
baitadi,2027,822.045709018511,9.849696393340125,15.417227771864063,65.11606767101495,2.821834555888347,3.0713632457341293,822.1733216896585,9.750195738794275,3.110080534418243,0.9530893604160213,None
baitadi,2028,821.9706754606456,9.941360453048961,15.188014864106064,65.23991827808815,2.7970998934176503,3.118653084997621,822.045709018511,9.849696393340125,3.0713632457341293,0.9249090653740037,None
baitadi,2029,821.7297541293585,9.811561454620529,15.084233127876194,65.33530614916695,2.879228169575472,2.8757880711690262,821.9706754606456,9.941360453048961,3.118653084997621,0.6477843047206452,None
baitadi,2030,821.675653237719,9.962520528189135,15.180096081481045,65.28245247824584,2.871066762071043,2.8411761876102384,821.7297541293585,9.811561454620529,2.8757880711690262,0.6098151237779399,None
baitadi,2031,821.6965616674308,9.866573208759212,15.240566367912491,65.29727463534014,2.885108700136706,2.91994261721363,821.675653237719,9.962520528189135,2.8411761876102384,0.6303723752410609,None
baitadi,2032,821.826774276218,9.655415796176197,15.273382920179086,65.15650344907762,2.859467756444554,2.84183394382066,821.6965616674308,9.866573208759212,2.91994261721363,0.7078830379652715,None
baitadi,2033,821.8855150182486,9.480154501824634,15.52967506645332,65.15792421790378,2.968780040571506,2.9192073957571067,821.826774276218,9.655415796176197,2.84183394382066,0.7080693259797407,None
baitadi,2034,821.9408220917015,9.639581235217289,15.530941437047634,65.12863062626512,3.143407411318915,2.9726395743094134,821.8855150182486,9.480154501824634,2.9192073957571067,0.7961813762905371,None
baitadi,2035,822.0201738648846,9.683874582222675,15.370086289552095,65.09871223530749,3.179868352522173,3.0366352327515282,821.9408220917015,9.639581235217289,2.9726395743094134,1.0026060161126837,None
baitadi,2036,822.0315384783146,9.68319267859141,15.364428983424746,65.20083433078936,3.1173400500302746,3.1623841181478105,822.0201738648846,9.683874582222675,3.0366352327515282,1.0026060161126837,None
baitadi,2037,822.0620557965893,9.928986026197158,15.232049694525443,65.10621555295765,3.133437860666944,3.1621908260625675,822.0315384783146,9.68319267859141,3.1623841181478105,0.9530893604160213,None
baitadi,2038,821.9803788683229,9.980861938944935,15.297561282232378,65.21017277334468,3.1413907375549432,2.9434226874043934,822.0620557965893,9.928986026197158,3.1621908260625675,0.6979478140774309,None
baitadi,2039,822.1065501808743,9.99660463051578,15.352892933853289,65.09500193821707,3.3767816932019366,3.037842704205997,821.9803788683229,9.980861938944935,2.9434226874043934,0.9012779407385664,None
baitadi,2040,822.1357805064523,9.94921427987965,15.433762117790863,65.1092930517744,3.517099627082967,2.970645900938578,822.1065501808743,9.99660463051578,3.037842704205997,0.7101853449263998,None
baitadi,2041,822.1107747949418,9.973695354761517,15.456922672064845,65.17722970573043,3.3856143491994373,3.0785481297334867,822.1357805064523,9.94921427987965,2.970645900938578,0.9249090653740037,None
baitadi,2042,822.2485356598518,9.953047744939902,15.500155751280097,65.25348765235039,3.3173551651197077,2.985018656250742,822.1107747949418,9.973695354761517,3.0785481297334867,0.8744067560362563,None
baitadi,2043,822.203357376181,9.959832014724975,15.609683709154806,65.2700158338724,3.2860813317173916,3.0334058374143784,822.2485356598518,9.953047744939902,2.985018656250742,0.8744067560362563,None
baitadi,2044,822.1383043787157,10.003974598844318,15.765269074265124,65.15189958761715,3.2748086183129756,2.9605933504994355,822.203357376181,9.959832014724975,3.0334058374143784,0.7101853449263998,None
baitadi,2045,822.049741746194,9.952825445324775,15.75951656243828,65.25972001605238,3.4831042772404825,2.914869465703221,822.1383043787157,10.003974598844318,2.9605933504994355,0.6683415561837662,None
baitadi,2046,821.9409215820565,10.03166183240869,15.732595245820432,65.29531047384963,3.5813756561230603,3.0970601939308593,822.049741746194,9.952825445324775,2.914869465703221,0.8836797232445129,None
baitadi,2047,821.7875011528346,10.146732659902737,15.724922496102492,65.25817984462651,3.7501871114925804,3.2937722685096804,821.9409215820565,10.03166183240869,3.0970601939308593,1.0190041008419848,None
baitadi,2048,821.7749092191427,10.091230472053972,15.717290715015535,65.55835553139143,3.771861538275437,3.333612888254484,821.7875011528346,10.146732659902737,3.2937722685096804,1.0276956392300556,None
baitadi,2049,821.8477398113564,10.189649702870177,15.61755053832305,65.5031292342752,3.742981327039865,3.508442800807582,821.7749092191427,10.091230472053972,3.333612888254484,1.045821232524014,None
baitadi,2050,821.7433212424406,10.1863132565224,15.680444668463101,65.40257312795973,3.7529325918211986,3.577977771488926,821.8477398113564,10.189649702870177,3.508442800807582,1.061629925035609,None
bajang,2020,767.2993789510074,4.727922740023485,10.727115334763333,70.52423660448882,2.388064499198201,3.5181383166629807,767.35,4.708301369863014,3.5705853111356336,1.2755842330271856,None
bajang,2021,767.3665332489558,4.645189080213131,10.750779033795013,70.42423701538294,2.54265014097432,3.3842007194223305,767.2993789510074,4.727922740023485,3.5181383166629807,1.246637245074927,None
bajang,2022,767.4504329102812,4.618470586520295,10.87986816266029,70.37089564981467,2.636381898472189,3.4174365729127216,767.3665332489558,4.645189080213131,3.3842007194223305,1.2379566748043784,None
bajang,2023,767.5980502366593,4.703497082164797,11.031483475612145,70.19633276604466,2.4678155961360977,3.660461606613708,767.4504329102812,4.618470586520295,3.4174365729127216,1.2160901562255821,None
bajang,2024,767.4105825917512,4.376944345251157,10.955235159099804,70.11342286878872,2.530562286986348,3.7465589182751122,767.5980502366593,4.703497082164797,3.660461606613708,1.2247707264961307,None
bajang,2025,767.4721467504795,4.345565537625957,10.830190225348192,70.06118272157858,2.4851410229930067,3.732887115327552,767.4105825917512,4.376944345251157,3.7465589182751122,1.2247707264961307,None
bajang,2026,767.4693622267741,4.411936040613775,10.742927220186962,70.0468981740615,2.440808994678649,3.8382236004926726,767.4721467504795,4.345565537625957,3.732887115327552,1.229221923294295,None
bajang,2027,767.5155812521191,4.452229159036451,10.87641278236187,69.90876617400484,2.35202056422288,3.903182953475071,767.4693622267741,4.411936040613775,3.8382236004926726,1.2920523422217411,None
bajang,2028,767.3362647155008,4.392914557490778,10.787402715732984,69.82965216823254,2.3865136537817233,3.9804313913221194,767.5155812521191,4.452229159036451,3.903182953475071,1.278567999740459,None
bajang,2029,767.4351501612997,4.408522192920729,10.854022638447937,69.92072884495796,2.286600356079357,3.9425862956333035,767.3362647155008,4.392914557490778,3.9804313913221194,1.2920523422217411,None
bajang,2030,767.3977562101358,4.609340440786849,10.946693598429746,69.9308888256088,2.2008078079822027,3.875807144188256,767.4351501612997,4.408522192920729,3.9425862956333035,1.2281120132054795,None
bajang,2031,767.4959082052435,4.673748328255073,10.785315499724218,70.03404898327624,2.2393867164590158,3.8743434582097733,767.3977562101358,4.609340440786849,3.875807144188256,1.2920523422217411,None
bajang,2032,767.4789385667743,4.761386902564936,10.843557324259255,69.86534054852318,2.1494679574607645,3.8434241549292327,767.4959082052435,4.673748328255073,3.8743434582097733,1.2635873884790647,None
bajang,2033,767.3933479804798,4.752553783220959,10.998437257973757,69.88068871966045,2.0934578849959466,3.9363891000376436,767.4789385667743,4.761386902564936,3.8434241549292327,1.2497904344237545,None
bajang,2034,767.3934020900002,4.681658469962314,10.9673140976644,69.89610019667055,2.147309459350558,3.9593797818992584,767.3933479804798,4.752553783220959,3.9363891000376436,1.2635873884790647,None
bajang,2035,767.4333440137517,4.751046520777823,11.070411206604092,69.85292594996527,2.236115513544357,4.117034490419199,767.3934020900002,4.681658469962314,3.9593797818992584,1.2281120132054795,None
bajang,2036,767.3379298952935,4.734256560289088,11.093305915170015,69.65165773075327,2.360428727717369,4.192212960546182,767.4333440137517,4.751046520777823,4.117034490419199,1.2920523422217411,None
bajang,2037,767.4756802499379,4.811466536000918,11.056264917841242,69.77063192489035,2.3620325943555818,4.231477826587845,767.3379298952935,4.734256560289088,4.192212960546182,1.3117353461127612,None
bajang,2038,767.4618325719041,4.882769979050673,11.152618413383495,69.64180424924912,2.4034295903094747,4.226921191797838,767.4756802499379,4.811466536000918,4.231477826587845,1.248904927185315,None
bajang,2039,767.6162238686896,4.857578515065438,11.013079821429832,69.7764582808363,2.5376349010011254,4.305116023693521,767.4618325719041,4.882769979050673,4.226921191797838,1.2444537303871508,None
bajang,2040,767.4189787344491,4.829567361258377,11.07500244201118,69.84127043252194,2.5658294745930053,4.325041234477666,767.6162238686896,4.857578515065438,4.305116023693521,1.2444537303871508,None
bajang,2041,767.4527626225388,4.789590985171907,11.159205903611886,69.6920920469809,2.6304120747439503,4.249113829642156,767.4189787344491,4.829567361258377,4.325041234477666,1.2247707264961307,None
bajang,2042,767.5212269826599,4.87662727215714,11.209590990104026,69.73546870873164,2.6011302226434614,4.282218554070937,767.4527626225388,4.789590985171907,4.249113829642156,1.2444537303871508,None
bajang,2043,767.4587879280162,4.941282481221542,11.302476494217542,69.83334468600384,2.642537016167082,4.355949373870746,767.5212269826599,4.87662727215714,4.282218554070937,1.2444537303871508,None
bajang,2044,767.5709947868553,5.070314885457267,11.144262337231549,69.80378361974397,2.7337741453858735,4.313529364965588,767.4587879280162,4.941282481221542,4.355949373870746,1.2444537303871508,None
bajang,2045,767.5485160875496,5.0269220700872035,11.14685465382682,69.85436388140549,2.476874132237417,4.447040718686945,767.5709947868553,5.070314885457267,4.313529364965588,1.2444537303871508,None
bajang,2046,767.7876909277179,4.92241844529249,11.038831934683012,69.91409946195125,2.3725945956978833,4.231172399771791,767.5485160875496,5.0269220700872035,4.447040718686945,1.3117353461127612,None
bajang,2047,767.6785716567163,5.008392214672868,10.953865463499858,69.90649576701175,2.315669531078515,4.310775340641551,767.7876909277179,4.92241844529249,4.231172399771791,1.3117353461127612,None
bajang,2048,767.6740813970395,5.114158251461172,11.009551663258717,70.00115366593576,2.309983046883347,4.371229244596197,767.6785716567163,5.008392214672868,4.310775340641551,1.3117353461127612,None
bajang,2049,767.6217325976015,4.956239079808223,11.164611010820334,70.045434644902,2.318373579458111,4.305809134522039,767.6740813970395,5.114158251461172,4.371229244596197,1.3117353461127612,None
bajang,2050,767.7063730883008,5.135850423503685,11.175413325322154,69.96154723806808,2.275003086956072,4.388527320321459,767.6217325976015,4.956239079808223,4.305809134522039,1.3117353461127612,None
banke,2020,1502.8001775286682,21.62667711742275,27.16029682592819,59.97779997331297,2.38447910727682,3.711287496417563,1502.75,21.75093150684932,3.656128954194649,1.2217592794726977,None
banke,2021,1502.8593582308388,21.626365672562642,27.315385079774398,59.770688335822264,2.4373113380800224,3.799720683407015,1502.8001775286682,21.62667711742275,3.711287496417563,1.2069512405956242,None
banke,2022,1502.9297527963276,21.665360248140495,27.25564934865733,59.80702449745816,2.3919967981756103,3.792811698979138,1502.8593582308388,21.626365672562642,3.799720683407015,1.2217592794726977,None
banke,2023,1502.8884808954829,21.50924834381189,27.23258845019197,59.77188642467228,2.364905321511419,3.841611804852263,1502.9297527963276,21.665360248140495,3.792811698979138,1.2079973221383724,None
banke,2024,1502.9999243384389,21.49201839518557,27.281961821614853,59.723572694770134,2.3676106812385074,3.9189855896667547,1502.8884808954829,21.50924834381189,3.841611804852263,1.2079973221383724,None
banke,2025,1502.9778950504513,21.541792626862645,27.229320518969683,59.67901937575934,2.4489486847528856,3.9926047561037867,1502.9999243384389,21.49201839518557,3.9189855896667547,1.2069512405956242,None
banke,2026,1503.093095854348,21.492820542930758,27.188798984194214,59.748959612826255,2.544339476017383,3.836561573676939,1502.9778950504513,21.541792626862645,3.9926047561037867,1.20250004379746,None
banke,2027,1503.0523861949564,21.46722021845179,27.376060305913757,59.75958934897539,2.5114260808091253,3.9442861072360604,1503.093095854348,21.492820542930758,3.836561573676939,1.20250004379746,None
banke,2028,1503.0279151473926,21.258946468020458,27.40909427871176,59.8125973432865,2.40916739761256,3.793184036033484,1503.0523861949564,21.46722021845179,3.9442861072360604,1.2785624172153904,None
banke,2029,1503.118089863563,21.23964599595693,27.301347068542654,59.79182329843367,2.383555584136818,3.919785571343519,1503.0279151473926,21.258946468020458,3.793184036033484,1.2845855712977161,None
banke,2030,1502.8427420563385,21.245855821749625,27.351832641105137,59.78446085375342,2.3473188629571475,4.006902711119653,1503.118089863563,21.23964599595693,3.919785571343519,1.2845855712977161,None
banke,2031,1502.8941353130688,21.2613373221086,27.295865228366026,59.658327078797676,2.486311891326733,3.955904325818308,1502.8427420563385,21.245855821749625,4.006902711119653,1.2653263356224784,None
banke,2032,1502.9014579250857,21.292422100890878,27.350249523358894,59.78944973153654,2.404067448255266,3.8116100328410254,1502.8941353130688,21.2613373221086,3.955904325818308,1.283539489754968,None
banke,2033,1502.9234064420834,21.38682608759089,27.35878479189253,59.74289769238516,2.5735413223507293,3.884651818768105,1502.9014579250857,21.292422100890878,3.8116100328410254,1.2074771163370375,None
banke,2034,1502.939349547051,21.221953508717473,27.377565174670544,59.70979748117818,2.507906320789114,3.946697509507439,1502.9234064420834,21.38682608759089,3.884651818768105,1.260349263082901,None
banke,2035,1502.978438708535,21.300788753991753,27.39329813891815,59.779719270066245,2.530247872803848,3.9651008599579325,1502.939349547051,21.221953508717473,3.946697509507439,1.2212390736713628,None
banke,2036,1503.1466561291531,21.430395482375477,27.605353581325687,59.95525596173257,2.486099108557797,3.9833817877910014,1502.978438708535,21.300788753991753,3.9651008599579325,1.2162620011317853,None
banke,2037,1503.1013206262016,21.470637397489,27.62140022089118,59.844929332394145,2.5257288711676957,4.195169269218817,1503.1466561291531,21.430395482375477,3.9833817877910014,1.2162620011317853,None
banke,2038,1503.0094497526256,21.350313071008003,27.408039500969323,59.903740632847295,2.4485094540085535,4.363054316369325,1503.1013206262016,21.470637397489,4.195169269218817,1.2207131979299495,None
banke,2039,1502.917551413641,21.45971098833877,27.37736223442755,60.12427512033134,2.4083462681830654,4.581085130267353,1503.0094497526256,21.350313071008003,4.363054316369325,1.2830354985399812,None
banke,2040,1503.0443086483506,21.397332956749292,27.35254549046449,60.200623975993736,2.383437717721054,4.820810578889745,1502.917551413641,21.45971098833877,4.581085130267353,1.2840815800827294,None
banke,2041,1502.8681169458164,21.541426106177713,27.19150671491961,60.2376393982087,2.352111680995787,4.711340516903361,1503.0443086483506,21.397332956749292,4.820810578889745,1.2840815800827294,None
banke,2042,1503.0085890310809,21.62764952949974,27.00209379715403,60.2523121136373,2.2029475660384037,4.739515208528638,1502.8681169458164,21.541426106177713,4.711340516903361,1.2840815800827294,None
banke,2043,1503.1603915972257,21.528905695117157,26.866981348092587,60.28359748474183,2.1767095339199227,4.8055064070978775,1503.0085890310809,21.62764952949974,4.739515208528638,1.2840815800827294,None
