DISTRICT,YEAR,avg_temp,avg_max_temp,temp_range_stddev,avg_humidity,avg_wind,annual_precip,precip_zscore,avg_temp_lag1,annual_precip_lag1,heatwave_days_lag1,prediction
arghakhanchi,2037,21.806016535327387,27.37615583968857,4.167490724574019,59.68297903491572,1.4648609041798832,1621.268367219438,0.9794804000149501,22.117910749738172,1621.5827824653977,21.16090882215435,39.175336335408254
arghakhanchi,2038,21.934420654131607,27.447419199712193,4.393166065081616,59.84647377945462,1.4374556771235858,1621.3219770161504,0.9673365324613942,21.90955198062498,1621.404461976528,21.0734286754165,38.98719426009754
arghakhanchi,2039,21.854553402102397,27.5609280502903,4.36729854772579,59.90581069314265,1.5853594183163358,1621.3693391310876,1.1462853388238992,21.822864093239083,1621.5220746460209,20.985280977772106,41.200642064619394
arghakhanchi,2040,21.96828107632545,27.546609633972135,4.249539806733431,60.06526757103203,1.5246694120274504,1621.2563753623012,1.2604838555730389,21.89402960586433,1621.3737011390795,21.121746048267433,40.87399111339712
arghakhanchi,2041,22.004067727636613,27.462661831789873,4.344602281584859,60.14521013853985,1.467989177427605,1621.060444987943,1.2386765145946792,22.089658159029213,1621.1960020505405,21.1946575582431,40.50065045191112
arghakhanchi,2042,22.03686472558444,27.37001879649257,4.388496020338044,60.04345532250261,1.3212514078828335,1620.9485106703823,1.1577315578168337,21.982623860202253,1621.0859642066112,21.025557619204253,40.50065045191112
arghakhanchi,2043,22.06623825517436,27.439691553360067,4.303191202875273,60.153127510527696,1.406832621063043,1620.9447096236763,1.1754116941569264,22.219699444989253,1621.2494888841045,21.231623336013637,40.50065045191112
arghakhanchi,2044,22.14505673860625,27.467745567561753,4.211898707691944,60.11284979211729,1.5708039480226443,1620.9772760139779,1.3773342858873199,21.840704769603278,1620.9916006149558,20.977987523399122,39.84118207677797
arghakhanchi,2045,22.161325322158813,27.504879306575734,4.456120770700962,59.928231230334596,1.461960276376787,1621.1750631921013,1.17273694718457,21.843634170684858,1621.1095868801249,21.518474576868986,40.50065045191112
arghakhanchi,2046,22.156167268320075,27.519792435499557,4.256339871140158,59.833621265821115,1.5023802266776303,1621.0352462078652,1.1257647387347198,22.427392289626425,1621.0266693172396,21.191271804718365,37.521334658729366
arghakhanchi,2047,22.26027882585545,27.318314819643582,4.24345641233491,59.7028079153761,1.3904053727705192,1621.1268779680329,1.1500816382372359,22.205391993173013,1621.0849711225892,21.09847959745464,40.50065045191112
arghakhanchi,2048,22.27149226913427,27.353221015355256,4.326909993623695,59.61759311930035,1.4332026558783395,1620.8296925173618,1.1992514585732286,22.26342147666696,1621.099354477398,21.249866993044943,40.50065045191112
arghakhanchi,2049,22.30848120884192,27.553906208786717,4.479455339205928,59.715371684217395,1.5702125829975022,1620.7657576285715,1.1708424358272889,22.42044803672497,1620.8832385194457,21.19693809417736,41.07306800227165
arghakhanchi,2050,22.339807754687758,27.700011489747403,4.604346511096538,59.686153322941244,1.5090389280741625,1620.5363894256514,1.1510752451268402,22.261707834763307,1620.8037747272163,21.16025102809625,42.4457756738267
baglung,2020,13.3206670432775,18.257334834890784,3.10568921194329,69.7087098240454,2.0989079611383628,1875.298038899116,1.7830970808166984,13.28903093270387,1875.4647329256538,0.055995495486263716,-0.018055859109991246
baglung,2021,13.448521661274675,18.269752250569212,3.067075604306615,69.87427718661164,2.2960572167276005,1875.3058110101035,1.6877867690228163,13.35101718894712,1875.3360999750935,20.955828838931584,3.213020804896426
baglung,2022,13.534715131933796,18.13492144437256,3.018579608430243,69.80011991972461,2.3580190911294645,1875.1317918454517,1.7216963785971788,13.522439202754702,1875.3481853620626,21.27769049157414,4.253594444864265
baglung,2023,13.49676737221175,18.21779751676834,3.0232772280523674,69.96491166276931,2.3986301033879225,1875.2411659928841,1.6886261850702675,13.611537043348077,1875.160789676112,21.0896979865914,4.010425741307505
baglung,2024,13.46549885629001,18.047627994386836,3.093686731332609,69.89560849902551,2.3309112815383415,1875.2462177547018,1.7511333075149067,13.551472651701536,1875.1686178185125,21.237240384907967,4.253594444864265
baglung,2025,13.510729484409055,18.027838134581483,3.158407244000216,69.88416442599336,2.229371142914133,1875.4830961250827,1.4450947188005336,13.576473732550982,1875.3059080058995,21.32111451223079,2.277003728060757
baglung,2026,13.59302827396353,17.99001694817138,3.111643983059277,69.84095025301414,2.0708559657588532,1875.5869755982246,1.4563885048390963,13.672839681814933,1875.4603777720195,21.07759747180997,2.33362660192058
baglung,2027,13.580737287709036,18.014638894646495,3.286892917017098,69.98890273819651,1.9286173026998181,1875.6250977834866,1.4753094619200418,13.552347180940997,1875.5596086900457,21.123428609705854,2.5615568110136167
baglung,2028,13.686856541410508,17.972564733672698,3.3848742618537853,69.91783402025214,1.8232976440419273,1875.5313516676433,1.560991782555911,13.540880130666407,1875.6035791249449,21.210997166369587,4.115646349389856
baglung,2029,13.604249744709216,17.9986033865466,3.2898689589649504,69.96858212795345,1.591308135044764,1875.4318356707543,1.4538850530244203,13.782431731545179,1875.5841080676398,21.08668200648281,2.5615568110136167
baglung,2030,13.65646515743054,17.84521711964046,3.2573698984898605,70.10007151441117,1.4578028428930003,1875.293849809165,1.4894694698378177,13.695174317981456,1875.377672462835,21.20139364632068,2.369697004922084
baglung,2031,13.777684175374636,17.99307739984984,3.2577684235138893,70.04926952709322,1.3278181338198298,1875.3065301483068,1.7393606586933714,13.508418762896424,1875.4033399201082,21.232697965597854,2.087552107344509
baglung,2032,13.849236323289523,18.25562892267059,3.2132477034538445,70.17142344844345,1.2671961800941949,1875.3489784811538,1.7101268888790484,13.713075653093744,1875.3507869441396,21.394821012576752,2.087552107344509
baglung,2033,13.84249571532253,18.22909142971241,3.127271951004973,70.28005118628566,1.4016603495986846,1875.4255353214894,1.7769915483285832,13.743902232539408,1875.1046886728363,21.093932075266743,2.087552107344509
baglung,2034,13.838566342180602,18.196937855806876,3.1915527510397017,70.15556395127841,1.3233780871032197,1875.2360704643975,1.86827737823005,13.977214956946916,1875.424604880922,21.157420891292976,2.087552107344509
baglung,2035,13.891170014820375,18.21622911253891,3.1388656469282483,70.11491118948119,1.3288017794652542,1875.3854880334272,1.9817738511227148,13.804389010149592,1875.1255376829172,20.979563940568774,2.087552107344509
baglung,2036,13.836723509044443,18.229453046440494,3.1759193616762733,70.0554468904058,1.3690473430208858,1875.3013116929753,2.1370631176683124,13.768417005786006,1875.3883258189953,21.262653370896988,2.087552107344509
baglung,2037,13.762910011506218,18.139725411147378,3.271553403200726,70.15239033138143,1.3998211187033784,1875.3658611767173,2.1393693687572117,13.715806890248885,1875.3984552568404,21.095985534615366,2.087552107344509
baglung,2038,13.738763572666022,18.19246117572934,3.0935437843032867,70.07099813128661,1.4283504869458734,1875.3201371292655,2.200935392747369,13.857185719610092,1875.3428936455582,21.190458748364996,2.0514817043430047
baglung,2039,13.682635893548474,18.196924715419215,3.083870295692369,69.93924331004027,1.2692011963040506,1875.4361794107033,1.9443301494734933,13.713553094825281,1875.346262127912,21.179044566902643,2.0514817043430047
baglung,2040,13.579862333493878,18.11885160405502,3.1352562835880846,69.94903045887078,1.0890383047371544,1875.3812365322588,2.0970707685835173,13.833032271712577,1875.3234329778554,21.11716286418659,2.087552107344509
baglung,2041,13.627614136227592,18.04402368407293,3.1581331906633676,69.89060202842995,1.1234533757967236,1875.2630168626056,2.0300122453272884,13.720353115678884,1875.503150396147,21.095816982948822,2.087552107344509
baglung,2042,13.64395486773791,18.052420020373592,3.2118741545712366,69.9147393654755,1.2138151706864797,1875.346137136578,2.111135489495445,13.592746700146854,1875.2005426912672,20.920634433319314,2.087552107344509
baglung,2043,13.890429585973779,18.018833488316176,3.141054418530506,69.89976419052849,1.139212572026996,1875.2290296227602,2.2099507439827124,13.668236373833222,1875.2391691184148,20.99025136640892,2.087552107344509
baglung,2044,14.03834156026803,17.968871136916462,3.2044331188675645,69.84204040976931,1.064183093912307,1875.108574655279,2.3578675088138352,13.885707181810458,1875.3225942888498,21.16234573924485,2.087552107344509
baglung,2045,14.0995642117421,17.925864229438346,3.1704714619015744,69.80348825439599,1.2684348341378926,1875.1935410538695,2.4101641699969933,13.918508289109404,1875.1507696540064,21.223177084347473,2.087552107344509
baglung,2046,14.193351348963638,17.824564917047784,3.066799008245176,69.86416327765185,1.363091459691224,1875.2458269987887,2.3489377088814245,14.236392102765045,1875.2161804557395,21.280578837437286,2.0514817043430047
baglung,2047,14.262757478897184,17.919659220301426,3.0034275560521464,69.89902170493556,1.3959662236873096,1875.3891507464655,2.471198888632578,14.061502485947065,1875.3735031996941,21.099364714543963,2.0514817043430047
baglung,2048,14.329325494227827,17.972212905520685,3.0753391807403845,69.822619156179,1.4118398351897024,1875.4498922086873,2.4808557896203305,14.105248986620534,1875.5254978626572,21.191721684167018,2.0514817043430047
baglung,2049,14.398716740384492,17.98385835970983,3.1278135212459377,69.72775415543795,1.4896675397629933,1875.3999937883343,2.313159015618096,14.27739372795492,1875.3882357644318,21.24377084446983,2.087552107344509
baglung,2050,14.202277001272101,18.02039179659093,3.1428983017291334,69.76330196514803,1.5712924250867677,1875.3825438162487,2.2807008322189306,14.603450703473651,1875.4283750975903,21.079776154445828,2.087552107344509
baitadi,2020,9.006970856448449,15.256664382304926,3.370398813474429,65.39278839361675,2.276597222751378,821.6491927502951,1.13383622833704,9.358769660044421,821.7140675517031,0.093335304548566,0.007708651861329348
baitadi,2021,8.981434442643646,15.243889677813744,3.2190882859358294,65.36889889628527,2.18987355309006,821.7449638161264,1.1151103618091724,8.89744753354797,821.4985052420574,21.11198069754592,1.3181473784356421
baitadi,2022,8.901542883555381,15.323065770012127,3.320962162587884,65.55424021706064,2.113598846752957,821.7088575868282,1.242443792422964,9.18221191247772,821.8175794037472,21.146452617510104,1.5211254829028833
baitadi,2023,8.894477477848866,15.421461597761303,3.214334178599365,65.51998301683334,2.018766496421835,821.6995021224936,1.112741533661113,8.93573698749222,821.7866917856869,20.9129170718002,1.2799452729972933
baitadi,2024,9.02748193831801,15.51760742625505,3.2113437255572204,65.50768157611606,2.1174459280580855,821.4786961384013,1.001519171574612,8.928822461182602,821.7734992138159,21.241254535367737,1.3292656768113509
baitadi,2025,8.954940287420746,15.642615276291352,3.1209764255886223,65.47170992493922,2.10104608632272,821.485785642896,1.1055316072773673,8.96315410748555,821.4822315536987,21.023543384201766,1.3292656768113509
baitadi,2026,9.085008417909055,15.699651137612522,3.3806938538697544,65.43190257109939,2.0712619227867344,821.4932679308865,1.2375525427227632,9.021388896760332,821.3732048164732,21.17595359710814,1.4718050790888257
baitadi,2027,9.175558766581606,15.705287379542417,3.450240958090973,65.36145095119815,1.8158515871493381,821.4192072919827,1.1295763140385824,9.110754423801472,821.4668620055312,21.11622656334569,2.409209473648841
baitadi,2028,9.167848305359824,15.649728432483773,3.4666916534945202,65.344802239175,1.7090058996840185,821.5496516687484,1.4088326186182645,9.320880099822297,821.4621602720534,21.146854352651033,2.409209473648841
baitadi,2029,9.127427648802064,15.617778201453824,3.4792784483509736,65.33910372690002,1.6903717328360939,821.4874595242916,1.468484520690496,9.170019156402418,821.6245970238905,21.177128690338627,2.409209473648841
baitadi,2030,8.988782761664176,15.671716552180593,3.4876676527947548,65.34441990272272,1.7597176075204046,821.3697626044852,1.4513680266603362,9.045577240222395,821.4481304746269,21.12223392302595,2.409209473648841
baitadi,2031,9.158119241658513,15.715409108349066,3.591850340161981,65.30568719061708,1.6599082095739566,821.4106845638954,1.298701845680725,8.891099520407487,821.3715618247841,21.148236172552597,3.7106764144873385
baitadi,2032,9.019384128038501,15.747881774331379,3.586614977774604,65.20630647806495,1.6587501150275916,821.6365202076726,1.257216385666138,9.073632645504397,821.3727544711635,20.978888771352388,3.7106764144873385
baitadi,2033,9.135776632023369,15.707865033000186,3.7093588698456776,65.21872326877353,1.6015035857089113,821.6390357121637,1.1770387920231125,9.085301582415772,821.5900337062129,21.39395469403792,4.579024103168279
baitadi,2034,9.076056133039343,15.735428725321219,3.870330138585605,65.13315626018176,1.5689602141301129,821.7239720805884,0.993159445242706,9.067786061431192,821.6559847219348,21.15902100561767,4.579024103168279
baitadi,2035,9.154539783719573,15.796407336575676,3.7562348317641265,64.94603920055683,1.6382097779653262,821.7171511368178,1.2159548534240727,9.178582644027301,821.6219989028363,21.17741177945043,4.579024103168279
baitadi,2036,9.176994288816347,15.605905431878247,3.746773965540345,64.83460891350897,1.5267892855435705,821.6863677770879,1.2165496117942942,9.126300939692438,821.6586579568165,21.106878236935376,4.579024103168279
baitadi,2037,9.27194039786201,15.669830044454036,3.9109502034029493,64.82500528511848,1.4280096218358564,821.6939930170496,1.1960076066843586,9.201887578424808,821.6503168303349,21.168137985988487,4.579024103168279
baitadi,2038,9.375442177097927,15.731357705899615,3.8821981242073726,64.75973299741337,1.4272823307767741,821.6810934802107,1.175327541488706,9.293624856201596,821.5801468404856,21.32176813057878,4.579024103168279
baitadi,2039,9.611489834694682,15.649358998570543,3.8831329724291304,64.70780915031662,1.465319843354909,821.8226953023728,1.1705873162060019,9.384011856173753,821.5996414855601,21.12678218094072,4.579024103168279
baitadi,2040,9.616970636938234,15.459523156079293,3.8735145583749566,64.80104578621082,1.4111401783167157,822.0077901302303,1.0779638932859932,9.570522231748681,821.9593018636715,21.06423251739754,4.579024103168279
baitadi,2041,9.579085007104862,15.537669177576095,3.725846060243037,64.87740718535642,1.583315148826479,822.1103862775064,1.1550932115002182,9.5373230183717,822.0522357425529,21.10455835333791,4.579024103168279
baitadi,2042,9.649841376885748,15.560290488805991,3.7261422589118185,64.7854008790403,1.4537414706706775,822.1101523869429,1.0710786071215592,9.58960987424791,822.1460239319762,21.200359633848482,4.579024103168279
baitadi,2043,9.573473734110587,15.498061834498222,3.619107467187818,64.72462748713232,1.4031031781660588,821.8812625483832,1.2018054172641177,9.54170138380753,821.9329327428452,21.115214330876878,4.309769277006228
baitadi,2044,9.551162581834866,15.543666144460277,3.661412673975185,64.69046646485296,1.3777368161691084,821.8380176959909,1.060412364515841,9.62828598773739,821.6980068746551,21.239893529564373,5.491696500883457
baitadi,2045,9.338610312769973,15.478191417873035,3.764645002221478,64.60929169403344,1.533782297408747,821.6979548580737,1.15958024907942,9.466265137196844,821.8201189700093,21.209866309493425,4.579024103168279
baitadi,2046,9.412422580849784,15.53853446134879,3.7912414792039915,64.63985301123093,1.6356591964954292,821.8471194156905,1.2046067129577889,9.461839319880001,821.7950220699755,21.181490355136273,4.579024103168279
baitadi,2047,9.45270569910757,15.620883898763903,3.932541574348387,64.6332443337787,1.796198083500496,822.0398698889131,1.2316432206454777,9.291436527284555,821.8930347171395,21.181865553137374,4.579024103168279
baitadi,2048,9.55941144288123,15.753421184855346,4.024338858278957,64.54158560360001,1.8993029772453793,821.9093577530953,1.0643920456190563,9.549551113223949,822.084065015734,21.110476296573708,4.548520357096915
baitadi,2049,9.589554161761157,15.893158949088564,3.9658136976456886,64.65058873251762,1.8137893299226622,821.9642201331714,1.041733052504686,9.430079281929732,822.0634346623062,20.98473078189937,4.579024103168279
baitadi,2050,9.47406305331828,15.874096993526242,3.909806618116649,64.73191690521675,1.9232643942197793,822.0178814786282,0.9959857291267264,9.503119825527737,821.9013129425787,21.109745251086476,4.579024103168279
bajang,2020,4.8197167702036685,10.866896890631853,3.458144621351225,70.54427051730491,2.373563608680469,767.2493510768484,1.1189533325594234,4.7930331660666115,767.5678409815423,-0.16410310428183505,1.2947493328776765
bajang,2021,4.9009051834721085,10.799048803865674,3.35512610601675,70.61340346188074,2.233948324125289,767.2365270829964,0.9591184575390388,4.849506492515275,767.2541898748842,21.133447637635445,1.5100071845271745
bajang,2022,4.97985441144246,10.664862499115385,3.4856691220418625,70.71388557828485,2.285106153114325,767.2100189286828,0.9811070495404373,4.892253491552019,767.3557618009719,21.345490831319644,3.0358977107113514
bajang,2023,4.759457069613695,10.786203319525278,3.542534786922134,70.68493414495086,2.430347418906814,767.2262891018181,1.0762413065209542,5.05341867475654,767.1769917086089,21.1580520121877,4.047978729740705
bajang,2024,4.6862044303669625,10.834464692049686,3.5205195105939633,70.58003777162165,2.359864590608632,767.4567976788546,0.9964636777724281,4.76698781750166,767.1874263803829,21.130495058190707,4.114458737425073
bajang,2025,4.665482591329135,10.722168786372118,3.6219128768974156,70.63346850911672,2.3651856673071245,767.6090680509335,0.9617684561080803,4.678762420040932,767.4750433354432,21.155759525566673,5.088870825088652
bajang,2026,4.701303512126438,10.652223262270343,3.6279881131960043,70.64077519303578,2.5622093432565998,767.4983709056386,0.8220333766830228,4.7927883574000205,767.3959965114569,21.20464801644171,5.0223908174042835
bajang,2027,5.014332318512014,10.756330810188853,3.50801791394265,70.68238729415862,2.5490430886380087,767.4059132228314,0.7850243271585002,4.581603398408387,767.5226762471666,21.105825045358948,4.047978729740705
bajang,2028,4.995794816044267,10.813230036300233,3.6620705512157357,70.89947045176883,2.398393102961566,767.1787391126114,0.658948491864246,4.910685883528188,767.2168523093976,21.19617100109296,6.02762934540912
bajang,2029,4.849738521983658,10.742352962997664,3.478084447394641,70.92764423806341,2.3308364704368816,767.1766511807602,0.7081865582102377,4.978134030958601,767.1190326541054,20.983696172109145,3.188311021731264
bajang,2030,4.827556832131737,10.718977468147918,3.649567198732069,70.9518343847886,2.213506828256764,767.080832238876,0.7212706711858412,4.977168186894035,767.1151767606311,21.246962662048865,5.5298986063218045
bajang,2031,4.829805261261735,10.817708088160325,3.780217662952284,71.1390728925044,2.2048706587228297,767.134901236038,0.7758150506854139,4.773569262367685,767.1965158377351,21.324528525026125,4.617226208606627
bajang,2032,4.906563655056596,10.887688118380323,3.8058525607374,70.97921189345482,2.176358007210269,767.1876221874345,0.6510455930637824,4.98110122038588,767.2095710640118,21.059665720839895,4.628344506982336
bajang,2033,4.964896438810295,10.821916526234721,3.7780718356003544,70.866330920362,2.3481419069563354,767.2081481014541,0.8120723637413183,4.770102728241565,767.07560159505,21.291114380668436,5.3581256512507025
bajang,2034,5.046751980307019,10.86631899986382,3.700737991510289,71.04537147801562,2.282689305093626,767.1449880882402,0.7106540754088241,4.832656846047282,767.0982791253165,21.18277095094233,5.20571234023079
bajang,2035,5.0697837019097225,10.887371754697982,3.6765826683495595,71.19587055334051,2.4225974239105885,767.0572951043048,0.8164380600489866,4.954754073805025,767.1164019779769,21.133147406915942,6.204318041281512
bajang,2036,5.095064078705053,10.840494280197563,3.659347101669964,71.33257364999957,2.3534079791867897,767.0344424494732,1.0470706745152152,5.129962021356746,767.1158384017386,21.23284863411943,6.27079804896588
bajang,2037,5.012145162921741,10.853109070248745,3.66027913682923,71.53965296490463,2.4387181053023634,767.0051876450946,1.104541750279646,5.084796487769504,767.0638932008236,21.082871606532287,6.204318041281512
bajang,2038,4.915192289358852,10.79838272497936,3.7830276779742253,71.48327801309823,2.3566379179263244,766.9531658084115,1.2255719414969901,5.101450116561528,767.0387358759964,21.15535203740101,5.3581256512507025
bajang,2039,5.080661019886802,10.760214670752292,3.7923851760758645,71.50060733960814,2.2798718646997864,766.9515717291584,1.0785173897469678,4.848734020095517,766.8752207999672,21.06220585731282,5.20571234023079
bajang,2040,5.212365997284074,10.740539393873258,3.802680056850759,71.4038393593783,2.2098608538337627,766.8888890099646,0.9844384314807542,5.254928665490941,766.9089483121887,21.088987741082878,4.617226208606627
bajang,2041,5.256930500262475,10.710804848076924,3.6764011905671365,71.44404749147837,2.171563856835931,766.8024141503963,0.9738254858580492,5.466310069138926,767.1375266597486,21.2400432451746,5.541016904697514
bajang,2042,5.27490951103306,10.7428640922399,3.5913544080637765,71.38051285510308,2.15340468632866,766.7292561714243,0.9966638078336931,5.3022391950787675,766.7420434273814,21.05291770318595,3.759996818301396
bajang,2043,5.394050077834882,10.860050105713666,3.5892416324870204,71.41565229678439,2.3272474874211975,766.9058482579419,0.9653536516105367,5.45446007491075,766.7168498480804,21.188169629657036,4.489777962569763
bajang,2044,5.43860318284285,10.89173211967644,3.4250382830849886,71.32645469113392,1.9921918474833067,767.0024414796007,1.129401862142873,5.545868678974763,766.8887875592001,21.14202002936729,2.409209473648841
bajang,2045,5.610228200735113,10.879169889282839,3.482669739012798,71.13932750956141,1.848121981349313,766.903741019258,1.156239047519709,5.485788182346093,767.0779680692029,21.122954330975105,2.409209473648841
bajang,2046,5.587765171358004,10.939737584754205,3.339418912900999,71.2292693919743,1.8966854095136898,767.0523800248728,1.2380273377728086,5.710898362138799,766.8157415562592,21.052310802920882,1.4718050790888257
bajang,2047,5.832509140890083,10.819138913810052,3.2756745778483296,71.30431179760059,1.8148547830113317,767.0895467107548,1.311400944035211,5.578732233287894,767.0786131585699,21.1035596719702,1.2799452729972933
bajang,2048,5.828363403181795,10.871788646284356,3.1991424124053522,71.2525272390959,1.905104652876086,767.227439808121,1.3701471246120112,5.725820701686612,766.9191577560755,21.10974424201323,1.2799452729972933
bajang,2049,5.687098894910891,10.75257647291879,3.2851368573808517,71.5453395082165,1.9430283395330774,767.4029783777831,1.3451656959220988,5.642925038054521,767.214031831841,21.00741957635236,1.4718050790888257
bajang,2050,5.884543289098452,10.744137191320924,3.288298771938191,71.46045052744849,1.9849373949702285,767.4466348144223,1.3338976921460912,5.76535399305528,767.4567037179299,21.234867341655416,1.4718050790888257
banke,2020,21.71141932846925,27.020882308834793,3.7683331870267973,59.924707034126975,2.226942801271936,1502.7225318528206,1.2688256133153588,21.63191432440501,1502.8902158892245,58.88007279666208,37.68010347716062
banke,2021,21.659578716121175,27.024423734418804,3.7941848774899416,59.79022695581674,2.348966300509066,1502.79625278591,1.2829457003237732,21.550653874230356,1502.7479935353945,21.10240580084899,32.12970987014323
banke,2022,21.60501943570666,27.052115637357495,3.7678602784926034,59.97414007214549,2.466872191906075,1502.9165148244833,1.3398735772195784,21.609468822910717,1502.8840865000716,21.142162440573514,33.91573577319092
banke,2023,21.607544865000655,26.81472576484739,3.6532537384684027,59.98885436580249,2.564513581622653,1502.909260053308,1.3299574635396951,21.68311075944308,1502.8687728812602,21.409477400399513,34.027633303979364
banke,2024,21.627071885810857,26.644959470273687,3.758651641820399,59.835081055679844,2.732030232899225,1502.897332834723,1.5429230951269837,21.301350712222696,1503.0039291895584,21.190843983875602,31.906418442212413
banke,2025,21.655937527069348,26.54797358524486,3.819456871627106,59.723751919635056,2.7784227739928236,1502.98179598389,1.440342932222037,21.601975221234735,1502.950033058305,21.26896476597787,31.759550998481025
banke,2026,21.47095149474304,26.580353690833327,3.674757988923577,59.7930288918255,2.766996599052232,1502.9383894308098,1.6292164536093532,21.571342824470946,1502.8120308088544,21.207964332696278,32.8190908399276
banke,2027,21.53229352845964,26.437082951762875,3.708748536807499,59.72187393808504,2.7810082017636484,1502.9162016293399,1.6690564387075033,21.443513653536396,1503.0991209020478,21.239608507419987,30.90572257315724
banke,2028,21.625982242598614,26.41428696547916,3.654566287354595,59.62089780183758,2.7450377924564315,1502.8843047211258,1.6498492458839595,21.6666655764558,1502.9512399482935,21.16522002551686,31.818394970872426
banke,2029,21.696354979088046,26.55094062030543,3.6543733610432487,59.549655500388354,2.941506151630392,1502.7710602738198,1.5001554524113299,21.643583424059404,1502.8250413164694,21.18562571402165,32.8190908399276
banke,2030,21.770205479663566,26.3731892106468,3.652514261324535,59.50038197395714,2.9584454990117037,1502.7174719583886,1.4875505859217664,21.747602443338273,1502.8077205691854,20.996193403057696,34.02393010225776
banke,2031,21.687094306470087,26.538678823584696,3.77237377835682,59.58172148520047,3.1344365982855575,1502.7861314361899,1.4356957279981382,21.800489060436327,1502.8008523095375,21.008595760255744,31.759550998481025
banke,2032,21.733741718103325,26.546726209659983,3.897248194998585,59.55947481838395,3.1516867771543646,1502.8139957452493,1.5095202174940003,21.679813306182314,1502.6652566260111,21.044605196003616,33.11125770454257
banke,2033,21.690351989679133,26.551938046974374,4.009746542698202,59.682312569976474,2.955399354525855,1502.8174861592847,1.5633227072405351,21.882041741116993,1502.7639075263626,21.15286882334091,34.81943640690042
banke,2034,21.8046772556353,26.628236029521222,4.0811342125214685,59.58037127028591,3.0896778519602592,1502.6841672469102,1.478130645518284,21.71623255794859,1502.5844006416703,21.26750293300742,37.23717688889823
